Variável;Descrição
q8;q8.Em que ano ocorreu a última atualização do Plano Municipal de Assistência Social (PMAS)?
q8.ns;q8.ns.Ano Atualização PMAS.Não sabe
q9;q9.O Plano Municipal de Assistência Social (PMAS) serviu como instrumento político de referência para os debates na construção do Plano Plurianual ? PPA 2018-2021?
q10;"q10.O Plano Plurianual do município PPA 2018-2021 contém ""Programa/Plano de Ação"" exclusivo para a área de Assistência Social?"
q11.1;q11.1.Estimativa Recursos PPA.Ampliação/expansão da cobertura dos serviços de Proteção Social Básica
q11.2;q11.2.Estimativa Recursos PPA.Ampliação/expansão da cobertura dos serviços de Proteção Social Especial de Média Complexidade
q11.3;q11.3.Estimativa Recursos PPA.Ampliação/expansão da cobertura dos serviços de Proteção Social Especial de Alta Complexidade
q11.4;q11.4.Estimativa Recursos PPA.Ampliação/expansão dos benefícios socioassistenciais (inclusive transferências de renda direta às famílias)
q11.5;q11.5.Estimativa Recursos PPA.Construção de CRAS
q11.6;q11.6.Estimativa Recursos PPA.Construção de CREAS
q11.7;q11.7.Estimativa Recursos PPA.Construção de outras unidades de serviços da Assistência Social
q11.8;q11.8.Estimativa Recursos PPA.Realização de Concurso Público para a Assistência Social
q11.9;q11.9.Estimativa Recursos PPA.Nenhum dos itens acima
q11.99;q11.99.Estimativa Recursos PPA.Não sabe
q12;q12.O órgão gestor possui levantamento ou pesquisa nos últimos doze meses que aponte o número de pessoas em situação de rua no município?
q13;q13.Situação de Rua.Caso sim, quantas pessoas?
q14;q14.Situação de Rua.Este quantitativo considera:
q15;q15.Situação de Rua.Como foi realizado este levantamento ou pesquisa?
q16;q16.Em quantas reuniões da CIB (Comissão Intergestores Bipartite), em 2016, houve participação de algum representante do município?
q17;q17.Nos últimos 12 meses, quantas vezes os técnicos ou gestores municipais da assistência social participaram de atividades de orientação e apoio técnico promovido pelo Estado?
q18.1;q18.1.Apoio Técnico.Produção e distribuição de material técnico
q18.2;q18.2.Apoio Técnico.Elaboração, pelo Estado, de normativas e instruções operacionais para orientação dos municípios
q18.3;q18.3.Apoio Técnico.Capacitações presenciais
q18.4;q18.4.Apoio Técnico.Capacitações à distância
q18.5;q18.5.Apoio Técnico.Assessoramento técnico de forma presencial no município
q18.6;q18.6.Apoio Técnico.Assessoramento técnico à distância
q18.99;q18.99.Apoio Técnico.Outras formas
q18.qual;q18.qual.Apoio Técnico.Especifique
q19;q19.Nos últimos 12 meses, quantas visitas de técnicos da Secretaria Estadual de Assistência Social (SEAS) o município recebeu?
q20;q20.O ordenador de despesa do FMAS é?
q21.1;q21.1.Recursos Estaduais.Proteção Social Básica
q21.2;q21.2.Recursos Estaduais.Proteção Social Especial de Média Complexidade
q21.3;q21.3.Recursos Estaduais.Proteção Social Especial de Alta Complexidade
q21.4;q21.4.Recursos Estaduais.Benefícios Eventuais
q21.5;q21.5.Recursos Estaduais.Incentivo à Gestão
q22.1;q22.1.Valor alocado referente aos recursos próprios do município
q22.2;q22.2.Valor recebido do governo estadual (Fundo a Fundo e Convênios)
q22.3;q22.3.Valor da despesa realizada com recursos próprios do município
q22.4;q22.4.Valor da despesa realizada com recursos repassados pelo governo estadual
q23;q23.O órgão gestor municipal faz transferência de recursos por convênio/termo de parceria para ONG?s, Organizações da Sociedade Civil ou Entidades de Assistência Social no município?
q24;q24.Quantas entidades recebem recurso do órgão gestor municipal por convênio/termo de parceria?
q25;q25.O órgão gestor utiliza sistema de informação próprio para gerenciar a política de Assistência Social?
q26.1;q26.1.Recursos Sistemas.Registrar repasses de recursos para entidades
q26.2;q26.2.Recursos Sistemas.Registrar prestação de contas das entidades
q26.3;q26.3.Recursos Sistemas.Registrar execução física/atendimentos
q26.4;q26.4.Recursos Sistemas.Registrar unidades da rede socioassistencial pública
q26.5;q26.5.Recursos Sistemas.Registrar unidades da rede socioassistencial privada
q26.6;q26.6.Recursos Sistemas.Elaborar e armazenar Prontuário Eletrônico dos usuários dos Serviços Socioassistenciais
q26.99;q26.99.Recursos Sistemas.Outros
q26.qual;q26.qual.Recursos Sistemas.Especifique:
q27.1.1;q27.1.1.Gestão do SUAS - Profissionais de Nível Superior - Exclusivos
q27.1.2;q27.1.2.Gestão do SUAS - Profissionais de Nível Superior - Compartilhados
q27.1.3;q27.1.3.Gestão do SUAS - Profissionais de Nível Médio - Exclusivos
q27.1.4;q27.1.4.Gestão do SUAS - Profissionais de Nível Médio - Compartilhados
q27.2.1;q27.2.1.Vigilância Socioassistencial - Profissionais de Nível Superior - Exclusivos
q27.2.2;q27.2.2.Vigilância Socioassistencial - Profissionais de Nível Superior - Compartilhados
q27.2.3;q27.2.3.Vigilância Socioassistencial - Profissionais de Nível Médio - Exclusivos
q27.2.4;q27.2.4.Vigilância Socioassistencial - Profissionais de Nível Médio - Compartilhados
q27.3.1;q27.3.1.Gestão do Trabalho - Profissionais de Nível Superior - Exclusivos
q27.3.2;q27.3.2.Gestão do Trabalho - Profissionais de Nível Superior - Compartilhados
q27.3.3;q27.3.3.Gestão do Trabalho - Profissionais de Nível Médio - Exclusivos
q27.3.4;q27.3.4.Gestão do Trabalho - Profissionais de Nível Médio - Compartilhados
q27.4.1;q27.4.1.Regulação do SUAS - Profissionais de Nível Superior - Exclusivos
q27.4.2;q27.4.2.Regulação do SUAS - Profissionais de Nível Superior - Compartilhados
q27.4.3;q27.4.3.Regulação do SUAS - Profissionais de Nível Médio - Exclusivos
q27.4.4;q27.4.4.Regulação do SUAS - Profissionais de Nível Médio - Compartilhados
q27.5.1;q27.5.1.Gestão Financeira - Orçamentária - Profissionais de Nível Superior - Exclusivos
q27.5.2;q27.5.2.Gestão Financeira - Orçamentária - Profissionais de Nível Superior - Compartilhados
q27.5.3;q27.5.3.Gestão Financeira - Orçamentária - Profissionais de Nível Médio - Exclusivos
q27.5.4;q27.5.4.Gestão Financeira - Orçamentária - Profissionais de Nível Médio - Compartilhados
q27.6.1;q27.6.1.Proteção Social Básica - Profissionais de Nível Superior - Exclusivos
q27.6.2;q27.6.2.Proteção Social Básica - Profissionais de Nível Superior - Compartilhados
q27.6.3;q27.6.3.Proteção Social Básica - Profissionais de Nível Médio - Exclusivos
q27.6.4;q27.6.4.Proteção Social Básica - Profissionais de Nível Médio - Compartilhados
q27.7.1;q27.7.1.Proteção Social Especial de Média Complexidade - Profissionais de Nível Superior - Exclusivos
q27.7.2;q27.7.2.Proteção Social Especial de Média Complexidade - Profissionais de Nível Superior - Compartilhados
q27.7.3;q27.7.3.Proteção Social Especial de Média Complexidade - Profissionais de Nível Médio - Exclusivos
q27.7.4;q27.7.4.Proteção Social Especial de Média Complexidade - Profissionais de Nível Médio - Compartilhados
q27.8.1;q27.8.1.Proteção Social Especial de Alta Complexidade - Profissionais de Nível Superior - Exclusivos
q27.8.2;q27.8.2.Proteção Social Especial de Alta Complexidade - Profissionais de Nível Superior - Compartilhados
q27.8.3;q27.8.3.Proteção Social Especial de Alta Complexidade - Profissionais de Nível Médio - Exclusivos
q27.8.4;q27.8.4.Proteção Social Especial de Alta Complexidade - Profissionais de Nível Médio - Compartilhados
q27.9.1;q27.9.1.Gestão do Cadastro Único - Programa Bolsa Família - Profissionais de Nível Superior - Exclusivos
q27.9.2;q27.9.2.Gestão do Cadastro Único - Programa Bolsa Família - Profissionais de Nível Superior - Compartilhados
q27.9.3;q27.9.3.Gestão do Cadastro Único - Programa Bolsa Família - Profissionais de Nível Médio - Exclusivos
q27.9.4;q27.9.4.Gestão do Cadastro Único - Programa Bolsa Família - Profissionais de Nível Médio - Compartilhados
q27.10.1;q27.10.1.Gestão de Benefícios Assistenciais - Profissionais de Nível Superior - Exclusivos
q27.10.2;q27.10.2.Gestão de Benefícios Assistenciais - Profissionais de Nível Superior - Compartilhados
q27.10.3;q27.10.3.Gestão de Benefícios Assistenciais - Profissionais de Nível Médio - Exclusivos
q27.10.4;q27.10.4.Gestão de Benefícios Assistenciais - Profissionais de Nível Médio - Compartilhados
q27.11.1;q27.11.1.AcesSUAS Trabalho - Profissionais de Nível Superior - Exclusivos
q27.11.2;q27.11.2.AcesSUAS Trabalho - Profissionais de Nível Superior - Compartilhados
q27.11.3;q27.11.3.AcesSUAS Trabalho - Profissionais de Nível Médio - Exclusivos
q27.11.4;q27.11.4.AcesSUAS Trabalho - Profissionais de Nível Médio - Compartilhados
q27.12.1;q27.12.1.Programa de Erradicação do Trabalho Infantil (PETI) - Profissionais de Nível Superior - Exclusivos
q27.12.2;q27.12.2.Programa de Erradicação do Trabalho Infantil (PETI) - Profissionais de Nível Superior - Compartilhados
q27.12.3;q27.12.3.Programa de Erradicação do Trabalho Infantil (PETI) - Profissionais de Nível Médio - Exclusivos
q27.12.4;q27.12.4.Programa de Erradicação do Trabalho Infantil (PETI) - Profissionais de Nível Médio - Compartilhados
q28.1.1;q28.1.1.Estatutário - Ensino Fundamental
q28.1.2;q28.1.2.Estatutário - Ensino Médio
q28.1.3;q28.1.3.Estatutários - Ensino Superior
q28.1.4;q28.1.4.Estatutários - Total
q28.2.1;q28.2.1.Empregados Públicos Celetistas - Ensino Fundamental
q28.2.2;q28.2.2.Empregados Públicos Celetistas - Ensino Médio
q28.2.3;q28.2.3.Empregados Públicos Celetistas - Ensino Superior
q28.2.4;q28.2.4.Empregados Públicos Celetistas - Total
q28.3.1;q28.3.1.Somente Comissionados - Ensino Fundamental
q28.3.2;q28.3.2.Somente Comissionados - Ensino Médio
q28.3.3;q28.3.3.Somente Comissionados - Ensino Superior
q28.3.4;q28.3.4.Somente Comissionados - Total
q28.4.1;q28.4.1.Outros Vínculos - Ensino Fundamental
q28.4.2;q28.4.2.Outros Vínculos - Ensino Médio
q28.4.3;q28.4.3.Outros Vínculos - Ensino Superior
q28.4.4;q28.4.4.Outros Vínculos - Total
q28.5.1;q28.5.1.Ensino Fundamental - Total
q28.5.2;q28.5.2.Ensino Médio - Total
q28.5.3;q28.5.3.Ensino Superior - Total
q28.5.4;q28.5.4.Trabalhadores.Total
q29.1;q29.1.Assistente Social
q29.2;q29.2.Psicólogo
q29.3;q29.3.Pedagogo
q29.4;q29.4.Advogado
q29.5;q29.5.Antropólogo
q29.6;q29.6.Sociólogo
q29.7;q29.7.Terapeuta Ocupacional
q29.8;q29.8.Contador
q29.9;q29.9.Administrador
q29.10;q29.10.Economista
q29.11;q29.11.Economista Doméstico
q29.12;q29.12.Estatístico
q29.13;q29.13.Musicoterapeuta
q29.14;q29.14.Geógrafo
q29.15;q29.15.Administrador Público/Gestão Pública
q29.16;q29.16.Profissional de Educação Física
q29.99;q29.99.Trab Nível Superior.Outros
q29.total;q29.total.Total de trabalhadores com Ensino Superior
q30.1.1;q30.1.1.Realizou concurso em 2016 - Nível Superior
q30.1.2;q30.1.2.Realizou concurso em 2016 - Nível Superior - Quantidade de vagas
q30.1.3;q30.1.3.Realizou concurso em 2016 - Nível Superior - Data de homologação
q30.1.4;q30.1.4.Realizou concurso em 2016 - Nível Superior - Quantidade de trabalhadores que tomaram posse
q30.2.1;q30.2.1.Realizou concurso em 2016 - Nível Médio
q30.2.2;q30.2.2.Realizou concurso em 2016 - Nível Médio - Quantidade de vagas
q30.2.3;q30.2.3.Realizou concurso em 2016 - Nível Médio - Data de homologação do concurso
q30.2.4;q30.2.4.Realizou concurso em 2016 - Nível Médio - Quantidade de trabalhadores que tomaram posse
q31;q31.O município possui Plano de Capacitação e Educação Permanente?
q32;q32.Em que ano ocorreu a última atualização do Plano de Capacitação e Educação Permanente?
q32.ns;q32.ns.Ano Atualização Plano Capacitação.Não sabe
q33;q33.Para o ano de 2017, qual foi a previsão de quantidade de trabalhadores capacitados no plano?
q33.0;q33.0.Qtd Trab Capacitados.Não há previsão
q34.1;q34.1.Informações Plano Capacitação.Diretrizes do plano
q34.2;q34.2.Informações Plano Capacitação.Diagnóstico da situação de profissionais no município
q34.3;q34.3.Informações Plano Capacitação.Levantamento de demandas por capacitação
q34.4;q34.4.Informações Plano Capacitação.Percursos formativos
q34.5;q34.5.Informações Plano Capacitação.Metas de profissionais a serem capacitados
q34.6;q34.6.Informações Plano Capacitação.Modalidades de oferta dos cursos
q34.7;q34.7.Informações Plano Capacitação.Formas de monitoramento
q34.8;q34.8.Informações Plano Capacitação.Estratégias de multiplicação (formação de multiplicadores)
q34.99;q34.99.Informações Plano Capacitação.Outros
q34.qual;q34.qual.Informações Plano Capacitação.Quais?
q35;q35.O município realizou ações de capacitação e formação para os trabalhadores/conselheiros da política de assistência social no ano de 2017?
q36.1;q36.1.Profissionais capacitados
q36.1.ns;q36.1.ns.Qtd Profissionais Capacitados.Não sabe
q36.2;q36.2.Conselheiros capacitados
q36.2.ns;q36.2.ns.Qtd Conselheiros Capacitados.Não sabe
q37.1;q37.1.Qtd Capacitados.Introdução
q37.2;q37.2.Qtd Capacitados.Atualização
q37.3;q37.3.Qtd Capacitados.Supervisão Técnica
q37.4;q37.4.Qtd Capacitados.Curso Técnico
q37.5;q37.5.Qtd Capacitados.Aperfeiçoamento
q37.6;q37.6.Qtd Capacitados.Especialização
q37.7;q37.7.Qtd Capacitados.Mestrado
q37.8;q37.8.Qtd Capacitados.Presencial
q37.9;q37.9.Qtd Capacitados.À distância
q37.10;q37.10.Qtd Capacitados.Semipresencial
q38;q38.No município, algum trabalhador da Assistência Social (SEDE E UNIDADES PÚBLICAS) já participou de algum curso do CAPACITASUAS?
q39.1;q39.1.Cursos CapacitaSUAS.Total de profissionais
q39.1.ns;q39.1.ns.Cursos CapacitaSUAS.Total.Não sabe
q39.2;q39.2.Cursos CapacitaSUAS.Curso de Introdução ao Provimento dos Serviços e Benefícios Socioassistenciais do SUAS
q39.2.ns;q39.2.ns.Cursos CapacitaSUAS.Serviços e Benefícios.Não sabe
q39.3;q39.3.Cursos CapacitaSUAS.Curso de Atualização em Indicadores para diagnóstico e acompanhamento do SUAS
q39.3.ns;q39.3.ns.Cursos CapacitaSUAS.Indicadores para Diagnóstico.Não sabe
q39.4;q39.4.Cursos CapacitaSUAS.Curso de Atualização em Gestão Financeira e Orçamentária do SUAS
q39.4.ns;q39.4.ns.Cursos CapacitaSUAS.Gestão Financeira e Orçamentária.Não sabe
q39.5;q39.5.Cursos CapacitaSUAS.Curso de Introdução ao Exercício do Controle Social do SUAS
q39.5.ns;q39.5.ns.Cursos CapacitaSUAS.Controle Social.Não sabe
q39.6;q39.6.Cursos CapacitaSUAS.Curso de Atualização para Elaboração de Planos de Assistência Social
q39.6.ns;q39.6.ns.Cursos CapacitaSUAS.Elaboração de Planos.Não sabe
q39.7;q39.7.Cursos CapacitaSUAS.Curso de Atualização em Vigilância Socioassistencial do SUAS
q39.7.ns;q39.7.ns.Cursos CapacitaSUAS.Vigilância Socioassistencial.Não sabe
q39.8;q39.8.Cursos CapacitaSUAS.Curso de Atualização sobre Especificidades e Interfaces da Proteção Social Básica do SUAS
q39.8.ns;q39.8.ns.Cursos CapacitaSUAS.Especificidades e Interfaces PSB.Não sabe
q39.9;q39.9.Cursos CapacitaSUAS.Curso de Atualização sobre Organização e Oferta dos Serviços da Proteção Social Especial
q39.9.ns;q39.9.ns.Cursos CapacitaSUAS.Organização e Oferta PSE.Não sabe
q40;q40.O município possui Mesa de Negociação do Sistema Único de Assistência Social (SUAS)?
q41;q41.Com qual frequência ocorrem as reuniões ordinárias da Mesa de Negociação do SUAS?
q42;q42.O órgão gestor da Assistência Social aporta recursos para realização de reuniões da Mesa de Negociação do SUAS (sala, equipamentos, pessoal, passagens, etc.)?
q43.1;q43.1.Aporte Mesa Negociação.Cessão de espaço físico
q43.2;q43.2.Aporte Mesa Negociação.Cessão de recursos humanos
q43.3;q43.3.Aporte Mesa Negociação.Custeio de passagens
q43.4;q43.4.Aporte Mesa Negociação.Disponibilização de equipamentos (computadores, telefones)
q43.99;q43.99.Aporte Mesa Negociação.Outros
q43.qual;q43.qual.Aporte Mesa Negociação.Quais?
q44;q44.Os servidores do órgão gestor de assistência social possuem Plano de Cargos, Carreiras e Salários (PCCS)?
q45;q45.O Plano de Cargos, Carreiras e Salários dos servidores do órgão gestor da assistência social (PCCS) pertence a qual órgão do município?
q45.qual;q45.qual.Órgão PCCS.Qual?
q46;q46.Qual o ano da última atualização deste PCCS?
q47;q47.O município oferta Serviço de Proteção Social Básica no Domicílio para Pessoas com Deficiência e Pessoas Idosas?
q48;q48.Em que unidade e com que equipe o Serviço é ofertado?
q49.1;q49.1.Profissionais Domicílio.Assistente Social
q49.2;q49.2.Profissionais Domicílio.Psicólogo(a)
q49.3;q49.3.Profissionais Domicílio.Terapeuta Ocupacional
q49.4;q49.4.Profissionais Domicílio.Cuidadores Sociais
q49.5;q49.5.Profissionais Domicílio.Outros Profissionais
q49.total;q49.total.Profissionais Domicílio.TOTAL
q50;q50.Em média, quantos dias por semana os usuários acessam/recebem este serviço?
q51.1;q51.1.Atendimento Violações.Atende no CREAS do município
q51.2;q51.2.Atendimento Violações.Encaminha para o CREAS de outro município
q51.3;q51.3.Atendimento Violações.Encaminha para o CREAS Regional ao qual está vinculado
q51.4;q51.4.Atendimento Violações.Encaminha para o CRAS
q51.5;q51.5.Atendimento Violações.Encaminha para alguma entidade conveniada/parceira no município
q51.6;q51.6.Atendimento Violações.É atendido pela equipe de referência da proteção social especial do órgão gestor
q51.99;q51.99.Atendimento Violações.Outro
q51.0;q51.0.Atendimento Violações.Não atende
q51.qual;q51.qual.Atendimento Violações.Qual?
q52.1;q52.1.Atividades PSE.Atendimento/acompanhamento direto às famílias e indivíduos
q52.2;q52.2.Atividades PSE.Elaboração dos Planos de Acompanhamento Familiar ou Individual
q52.3;q52.3.Atividades PSE.Elaboração de relatórios técnicos sobre as famílias/indivíduos em acompanhamento
q52.4;q52.4.Atividades PSE.Registro do atendimento/acompanhamento em prontuário
q52.5;q52.5.Atividades PSE.Encaminhamento dos usuários para a rede de serviços local
q52.6;q52.6.Atividades PSE.Articulação da rede de políticas setoriais do município
q52.7;q52.7.Atividades PSE.Articulação com os órgãos do sistema de justiça do município
q52.8;q52.8.Atividades PSE.Busca ativa
q52.9;q52.9.Atividades PSE.Realização de reuniões periódicas com a equipe do CREAS de outro município/CREAS Regional
q52.10;q52.10.Atividades PSE.Realização de estudos de caso em conjunto com o CREAS de outro município/CREAS Regional
q52.11;q52.11.Atividades PSE.Participação na construção do plano de trabalho do CREAS de outro município/CREAS Regional
q52.12;q52.12.Atividades PSE.Acompanhamento das unidades de acolhimento que possuam acolhidos no município
q52.0;q52.0.Atividades PSE.Nenhuma das anteriores
q53.1;q53.1.Locais Atendimento PSE.Na sede do órgão gestor municipal
q53.2;q53.2.Locais Atendimento PSE.No CRAS
q53.3;q53.3.Locais Atendimento PSE.Em unidade pública da rede socioassistencial
q53.4;q53.4.Locais Atendimento PSE.Em entidade socioassistencial da rede privada
q53.5;q53.5.Locais Atendimento PSE.Em unidade da rede de outras políticas públicas
q53.6;q53.6.Locais Atendimento PSE.No domicílio das famílias
q53.99;q53.99.Locais Atendimento PSE.Outro
q53.3.qual;q53.3.qual.Locais Atendimento PSE.Unidade Pública - Qual?
q53.5.qual;q53.5.qual.Locais Atendimento PSE.Unidade de Outras Políticas Públicas - Qual?
q53.99.qual;q53.99.qual.Locais Atendimento PSE.Outro - Qual?
q54.1;q54.1.Atendimento MSE.Atende no CREAS do município
q54.2;q54.2.Atendimento MSE.Encaminha para o CREAS de outro município
q54.3;q54.3.Atendimento MSE.Encaminha para o CREAS Regional ao qual está vinculado
q54.4;q54.4.Atendimento MSE.Executa no CRAS
q54.5;q54.5.Atendimento MSE.Executa em entidade conveniada/parceira no município
q54.6;q54.6.Atendimento MSE.Executa em outra unidade pública (exceto CREAS) de acompanhamento de adolescentes em cumprimento de Medida Socioeducativa (LA ou PSC) do município
q54.7;q54.7.Atendimento MSE.É atendido pela equipe de referência da proteção social especial do município (órgão gestor).
q54.99;q54.99.Atendimento MSE.Outro
q54.0;q54.0.Atendimento MSE.Não atende
q54.5.1;q54.5.1.Atendimento MSE.Se sim, quantas unidades? - Entidade Conveniada/Parceira
q54.6.1;q54.6.1.Atendimento MSE.Se sim, quantas unidades? - Outra Unidade Pública
q55;q55.O município oferta Serviço especializado em abordagem social?
q56.1;q56.1.Oferta Abordagem.No(s) CREAS
q56.2;q56.2.Oferta Abordagem.No(s) Centro POP
q56.3;q56.3.Oferta Abordagem.Na sede/órgão gestor do município (considerar nesta opção estruturas descentralizadas, como regionais ou similares)
q56.4;q56.4.Oferta Abordagem.Em outra unidade pública
q56.5;q56.5.Oferta Abordagem.Em entidade conveniada/parceira
q56.4.1;q56.4.1.Oferta Abordagem.Se sim, quantas unidades? - Unidade Pública
q56.5.1;q56.5.1.Oferta Abordagem.Se sim, quantas unidades? - Entidade Conveniada/Parceira
q57;q57.O município possui Serviço de Acolhimento em Família Acolhedora para Criança e Adolescente?
q58;q58.O município possui programa de guarda subsidiada, no qual a família extensa ou com vínculos afetivos tenha subsídio financeiro para a guarda da criança?
q59;q59.Caso sim, o Programa de Guarda Subsidiada é regulamentado por lei municipal?
q60;q60.Guarda Subsidiada.Qual é o valor médio de repasse a estas famílias?
q61;q61.Guarda Subsidiada.Atualmente, quantas famílias recebem recursos pelo Programa?
q62.1;q62.1.Atividades Guarda Subsidiada.Visitas domiciliares da equipe técnica do Programa à família
q62.2;q62.2.Atividades Guarda Subsidiada.Reuniões com grupos de famílias
q62.3;q62.3.Atividades Guarda Subsidiada.Atendimento psicossocial individualizado
q62.4;q62.4.Atividades Guarda Subsidiada.Palestras/Oficinas
q62.5;q62.5.Atividades Guarda Subsidiada.Elaboração de relatórios técnicos sobre casos em acompanhamento
q62.6;q62.6.Atividades Guarda Subsidiada.Envio de relatórios para o Judiciário
q62.0;q62.0.Atividades Guarda Subsidiada.Não realiza nenhuma das atividades acima
q63;q63.O município faz parte de consórcio público com outros municípios para oferta de serviços de acolhimento?
q64.1;q64.1.Público Consórcio Acolhimento.Crianças/Adolescentes
q64.2;q64.2.Público Consórcio Acolhimento.Jovens egressos de serviços de acolhimento
q64.3;q64.3.Público Consórcio Acolhimento.Exclusivamente crianças/adolescentes com deficiência
q64.4;q64.4.Público Consórcio Acolhimento.Exclusivamente pessoas adultas com deficiência
q64.5;q64.5.Público Consórcio Acolhimento.Adultos e Famílias
q64.6;q64.6.Público Consórcio Acolhimento.Mulheres em situação de violência
q64.7;q64.7.Público Consórcio Acolhimento.Pessoas idosas
q65.1;q65.1.Atividades Monitoramento.Controla o acesso às vagas (controle da porta de entrada), sendo responsável por indicar a Unidade de Acolhimento que receberá a criança/adolescente
q65.2;q65.2.Atividades Monitoramento.Acompanha/monitora o fluxo de entradas e saídas de crianças e adolescentes nas Unidades
q65.3;q65.3.Atividades Monitoramento.Centraliza as informações das medidas de acolhimento determinadas pelo poder Judiciário
q65.4;q65.4.Atividades Monitoramento.Centraliza as informações dos acolhimentos emergenciais realizados pelo Conselho Tutelar
q65.5;q65.5.Atividades Monitoramento.Promove a articulação dos serviços de acolhimento com os demais serviços da rede socioassistencial
