Variável;Descrição
q10.2;q10.2.Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos da Criança e Adolescente
q10.3;q10.3.Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos do Idoso
q10.4;q10.4.Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos da Pessoa com Deficiência
q10.5;q10.5.Unidade possui inscrição_Em nenhum dos citados acima
q11;q11.Esta unidade está referenciada a um Centro de Referência Especializado de Assistência Social (CREAS)?
q11.Qual;q11.Qual.Qual? Número de Identificação
q12;q12.Situação do imóvel onde se localiza a Unidade/Serviço:
q13.1;q13.1.Quantidade de Salas com capacidade máxima de 5 pessoas
q13.2;q13.2.Quantidade de Salas com capacidade para 6 a 14 pessoas
q13.3;q13.3.Quantidade de Salas com capacidade de 15 a 29 pessoas
q13.4;q13.4.Quantidade de Salas com capacidade para 30 ou mais pessoas
q13.5;q13.5.Quantidade de Salas:
q13.6;q13.6.Quantidade de quartos/dormitórios
q13.7;q13.7.Banheiros de uso exclusivo dos trabalhadores
q13.8;q13.8.Banheiros para uso dos usuários
q13.9;q13.9.Recepção
q13.10;q13.10.Cozinha/Copa
q13.11;q13.11.Refeitório
q13.12;q13.12.Almoxarifado ou similar
q13.13;q13.13.Piscina
q13.14;q13.14.Quadra esportiva
q13.15;q13.15.Espaço externo para atividades de convívio ou recreação (exceto quadra e piscina)
q14.1;q14.1.Acesso principal adaptado com rampas e rota acessível desde a calçada até a recepção no interior da unidade
q14.2;q14.2.Rota acessível aos espaços da Unidade (recepção, salas de atendimento e espaços de uso coletivo)
q14.3;q14.3.Rota acessível ao banheiro
q14.4;q14.4.Banheiro adaptado para pessoas com deficiência e/ou mobilidade reduzida
q15.1;q15.1.Adaptações para acessibilidade_Sim, suporte de profissional com conhecimento em LIBRAS
q15.2;q15.2.Adaptações para acessibilidade_Sim, suporte de material em braille.
q15.3;q15.3.Adaptações para acessibilidade_Sim, suporte para leitores de telas de computador para pessoas com deficiência visual
q15.4;q15.4.Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência física.
q15.4.99;q15.4.99.Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência física. Qual?
q15.5;q15.5.Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência intelectual e autismo.
q15.5.99;q15.5.99.Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência intelectual e autismo. Qual?
q15.6;q15.6.Adaptações para acessibilidade_Sim, pisos especiais com relevos para sinalização voltados pessoa com deficiência visual
q15.7;q15.7.Adaptações para acessibilidade_Não há outras adaptações
q16.1;q16.1.Equipamentos e materiais_Telefone uso exclusivo
q16.2;q16.2.Equipamentos e materiais_Telefone uso compartilhado
q16.3;q16.3.Equipamentos e materiais_Impressora
q16.4;q16.4.Equipamentos e materiais_Televisão (TV)
q16.5;q16.5.Equipamentos e materiais_Equipamento de som
q16.6;q16.6.Equipamentos e materiais_DVD/Vídeo Cassete
q16.7;q16.7.Equipamentos e materiais_Datashow
q16.8;q16.8.Equipamentos e materiais_Máquina Fotográfica
q16.9;q16.9.Equipamentos e materiais_Filmadora
q16.10;q16.10.Equipamentos e materiais_Veículo de uso exclusivo
q16.11;q16.11.Equipamentos e materiais_Veículo de uso compartilhado
q16.12;q16.12.Equipamentos e materiais_Veículo adaptado para o transporte de cadeirantes
q16.13;q16.13.Equipamentos e materiais_Acervo bibliográfico (Livros)
q16.14;q16.14.Equipamentos e materiais_Brinquedos
q16.15;q16.15.Equipamentos e materiais_Materiais pedagógicos, culturais e esportivos
q16.16;q16.16.Equipamentos e materiais_Armários individualizados para guarda de pertences
q16.17;q16.17.Equipamentos e materiais_Artigos de higiene pessoal
q16.18;q16.18.Equipamentos e materiais_Cadeira de rodas
q16.19;q16.19.Equipamentos e materiais_Cadeiras para banho
q16.20;q16.20.Equipamentos e materiais_Geladeira
q16.21;q16.21.Equipamentos e materiais_Freezer
q16.22;q16.22.Equipamentos e materiais_Fogão
q16.23;q16.23.Equipamentos e materiais_Micro-ondas
q16.24;q16.24.Equipamentos e materiais_Máquina de lavar roupa
q16.25;q16.25.Equipamentos e materiais_Secadora de roupa
q16.26;q16.26.Equipamentos e materiais_Camas/ leitos.
q16.26.1;q16.26.1.Equipamentos e materiais_Camas/leitos: Quantidade?
q16.27;q16.27.Equipamentos e materiais_Sofás/ poltronas
q17;q17.Esta Unidade oferta exclusivamente serviços voltados para pessoas com deficiência e/ou pessoas idosas com dependência (e suas famílias)?
q18;q18.Onde o Serviço é executado?
q19;q19.O Serviço para Pessoas com Deficiência e/ou Pessoas Idosas com dependência ofertado nesta Unidade possui capacidade para atender quantos usuários por turno
q20;q20.Em média, quantos dias por semana, os usuários da unidade frequenta este serviço?
q21;q21.Em média, quantas horas por dia os usuários da unidade permanecem na Unidade (nos dias em que este utiliza o serviço) ?
q22.1;q22.1.Ações e atividades_Acolhida e escuta inicial
q22.2;q22.2.Ações e atividades_Estudo social
q22.3;q22.3.Ações e atividades_Orientação sobre acesso ao BPC e outros benefícios
q22.4;q22.4.Ações e atividades_Orientação e apoio para obtenção de documentação pessoal
q22.5;q22.5.Ações e atividades_Orientação para realização de cadastro no Cadúnic
q22.6;q22.6.Ações e atividades_Elaboração de Plano de Acompanhamento Individual e/ou Familiar
q22.7;q22.7.Ações e atividades_Oficinas e atividades coletivas de convívio e socialização
q22.8;q22.8.Ações e atividades_Encaminhamento para a rede de serviços socioassistenciais
q22.9;q22.9.Ações e atividades_Encaminhamento para os serviços da rede de saúde
q22.10;q22.10.Ações e atividades_Encaminhamento para política de educação
q22.11;q22.11.Ações e atividades_Encaminhamento para serviços/Unidades das demais políticas públicas
q22.12;q22.12.Ações e atividades_Encaminhamento para órgãos de defesa de direitos (Defensoria Pública, Ministério Público, Conselho Tutelar etc.)
q22.13;q22.13.Ações e atividades_Acompanhamento dos usuários encaminhados para a rede
q22.14;q22.14.Ações e atividades_Registro de informações em prontuário
q22.15;q22.15.Ações e atividades_Elaboração de relatórios sobre casos em acompanhamento
q22.16;q22.16.Ações e atividades_Visitas Domiciliares
q22.17;q22.17.Ações e atividades_Atividades com a família do usuário
q22.18;q22.18.Ações e atividades_Mobilização dos usuários para acesso ao serviço
q22.19;q22.19.Ações e atividades_Apoio e orientação aos cuidadores familiares
q22.20;q22.20.Ações e atividades_Orientação sobre tecnologias assistivas
q22.21;q22.21.Ações e atividades_Orientação e apoio nos autocuidados
q22.22;q22.22.Ações e atividades_Palestras e Oficinas envolvendo a comunidade
q22.23;q22.23.Ações e atividades_Provimento de bens materiais
q22.24;q22.24.Ações e atividades_Provisão de órteses e próteses
q23.1;q23.1.Ações e atividades_Alfabetização
q23.2;q23.2.Ações e atividades_Escolarização Formal
q23.3;q23.3.Ações e atividades_Reforço Escolar
q23.4;q23.4.Ações e atividades_Ensino do método Braille de leitura
q23.5;q23.5.Ações e atividades_Ensino de Libras
q23.6;q23.6.Ações e atividades_Atendimentos Médicos
q23.7;q23.7.Ações e atividades_Atendimento Odontológico
q23.8;q23.8.Ações e atividades_Terapia Ocupacional
q23.9;q23.9.Ações e atividades_Fisioterapia
q23.10;q23.10.Ações e atividades_Fonoaudiologia
q23.11;q23.11.Ações e atividades_Atendimento Clínico em Psicologia
q23.12;q23.12.Ações e atividades_Atividades Esportivas
q23.13;q23.13.Ações e atividades_Atividades Culturais (musicalização, entre outros)
q23.99;q23.99.Ações e atividades_Outras atividades
q23.99.Quais;q23.99.Quais.Ações e atividades_Quais?
q23.14;q23.14.Ações e atividades_Nenhuma das atividades acima
q24.1;q24.1.Alimentação_Não oferta alimentação
q24.2;q24.2.Alimentação_Lanches/Café da manhã
q24.3;q24.3.Alimentação_Almoço
q24.4;q24.4.Alimentação_Lanche/ Café da Tarde
q24.5;q24.5.Alimentação_Jantar
q24.6;q24.6.Alimentação_Lanche/Café da Noite
q25.1;q25.1.Pessoas com dependência atendidas_Crianças de 0 a 6 anos, com deficiência
q25.2;q25.2.Pessoas com dependência atendidas_Crianças de 7 a 14 anos, com deficiência
q25.3;q25.3.Pessoas com dependência atendidas_Adolescentes de 15 a 17 anos, com deficiência
q25.4;q25.4.Pessoas com dependência atendidas_Adultos (18 a 59 anos) com deficiência
q25.5;"q25.5.Pessoas com dependência atendidas_Idosos (60 anos ou mais) com deficiência;"
q25.6;q25.6.Pessoas com dependência atendidas_Idosos (60 anos ou mais) dependentes pela idade, sem deficiência
q25.7;q25.7.Pessoas com dependência atendidas_Total de pessoas atendidas no Serviço no mês de Agosto de 2016
q25.ns;q25.ns.Pessoas com dependência atendidas_Não sabe informar
q26.1;q26.1.Pessoas com dependência atendidas_Quantidade de Idosos beneficiários do BPC
q26.1.ns;q26.1.ns.Pessoas com dependência atendidas_Não sabe informar
q26.2;q26.2.Pessoas com dependência atendidas_Quantidade de Pessoas com Deficiência beneficiárias do BPC
q26.2.ns;q26.2.ns.Pessoas com dependência atendidas_1 Não sabe informar
q27;q27.A unidade utiliza instrumento específico de avaliação do grau de dependência dos usuários?
resp.data;resp.data.Data
resp.cargo;resp.cargo.Cargo/Função:
resp.cargo.qual;resp.cargo.qual.Especifique:
q30;q30.Considerando as atividades realizadas por esta Unidade no atendimento às pessoas com deficiência e/ou idosas com dependência, você diria que o Serviço prestado pela Unidade:
respgestao.data;respgestao.data.Data
respgestao.cargo;respgestao.cargo.Cargo/Função
respgestao.cargo.qual;respgestao.cargo.qual.Outros: Especifique
incompletos;incompletos.Percentual de Preenchimento do Questionário
d3_horas_por_semana_categoria;d3_horas_por_semana_categoria_Total de horas por semana que o CRAS encontra-se em funcionamento
d13_total_salas_atend;d13_Total de salas utilizadas para atendimento individual ou coletivo
d13_sl_atend_categoria;d13_categórica_Total de salas utilizadas para atendimento individual ou coletivo
d13_total_salas_adm_e_atend;d13_Total de salas utilizadas para atendimento e para atividades administrativas
d13_total_salas_adm_e_atend_categoria;d13_categórica_Total de salas utilizadas para atendimento e para atividades administrativas
d13_total_dormitórios;d13_Total de dormitórios
d13_total_dormitórios_categoria;d13_categórica_total de dormitórios
d13_total_banheiros;d13_Total de banheiros
d13_total_banheiros_categoria;d13_categórica_total de banheiros
d13.7_faixas;d13.7_Banheiro_de_trabalhadores_faixa
d13.8_faixas;d13.8_Banheiro_de_usuário_faixa
d13.7_quartil;d13.7_quartil banheiros trabalhadores
d13.8_quartil;d13.8_quartil banheiros usuários
d16_telefone;d16_telefone_Telefone (exclusivo ou compartilhado)
d16_veiculo;d16_veiculo_Veículo (exclusivo ou compartilhado)
d19_cap_atend_faixas;d19_Capacidade de atendimento por faixas
d28.9bin1_sum;
d28.9bin2_sum;
d28.9bin3_sum;
d28.10bin1_sum;d28.10bin1_sum_Número de Pedagogos
d28.10bin2_sum;d28.10bin2_sum_Número de Assistentes Sociais
d28.10bin3_sum;d28.10bin3_sum_Número de Antropólogos
d28.10bin4_sum;d28.10bin4_sum_Número de Advogados
d28.10bin5_sum;d28.10bin5_sum_Número de Psicólogos
d28.11bin1_sum;d28.11bin1_Número de Servidores Estatutários
d28.11bin2_sum;d28.11bin2_Número de Empregados Públicos(CLT)
d28.11bin3_sum;d28.11bin3_Número de Comissionados
d28.11bin4_sum;"d28.11bin4_Número de profissionais com outros vínculos não permanentes (inclui Trabalhador de Empresas/Cooperativa/Entidade Prestadora de Serviços; Voluntários; Ser. Temporário; Sem vínculo; Terceirizado e Outro vínculo não permanente)"
nu_trabalhadores;Número de trabalhadores no CRAS
