Variável;Descrição
q3i_1;q3i_1_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de trabalhadores ou de organizações de trabalhadores da assistência social na representação da sociedade civil_Regimento Interno
q3i_2;q3i_2_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de trabalhadores ou de organizações de trabalhadores da assistência social na representação da sociedade civil_Outras Normativas
q3i_3;q3i_3_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de trabalhadores ou de organizações de trabalhadores da assistência social na representação da sociedade civil_Não está normatizado
q3i_0;q3i_0_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de trabalhadores ou de organizações de trabalhadores da assistência social na representação da sociedade civil_Lei do Conselho
q3j_1;q3j_1_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de entidades de assistência social na representação da sociedade civil_Regimento Interno
q3j_2;q3j_2_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de entidades de assistência social na representação da sociedade civil_Outras Normativas
q3j_3;q3j_3_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de entidades de assistência social na representação da sociedade civil_Não está normatizado
q3j_0;q3j_0_Conteúdo Previsto_Quantidade de vagas destinadas a representantes de entidades de assistência social na representação da sociedade civil_Lei do Conselho
q3m_1;q3m_1_Conteúdo Previsto_Periodicidade das reuniões ordinárias do Plenário_Regimento Interno
q3m_2;q3m_2_Conteúdo Previsto_Periodicidade das reuniões ordinárias do Plenário_Outras Normativas
q3m_3;q3m_3_Conteúdo Previsto_Periodicidade das reuniões ordinárias do Plenário_Não está normatizado
q3m_0;q3m_0_Conteúdo Previsto_Periodicidade das reuniões ordinárias do Plenário_Lei do Conselho
q3n_1;q3n_1_Conteúdo Previsto_Formas de funcionamento das comissões permanentes_Regimento Interno
q3n_2;q3n_2_Conteúdo Previsto_Formas de funcionamento das comissões permanentes_Outras Normativas
q3n_3;q3n_3_Conteúdo Previsto_Formas de funcionamento das comissões permanentes_Não está normatizado
q3n_0;q3n_0_Conteúdo Previsto_Formas de funcionamento das comissões permanentes_Lei do Conselho
q3o_1;q3o_1_Conteúdo Previsto_Antecedência de divulgação da pauta das reuniões ordinárias_Regimento Interno
q3o_2;q3o_2_Conteúdo Previsto_Antecedência de divulgação da pauta das reuniões ordinárias_Outras Normativas
q3o_3;q3o_3_Conteúdo Previsto_Antecedência de divulgação da pauta das reuniões ordinárias_Não está normatizado
q3o_0;q3o_0_Conteúdo Previsto_Antecedência de divulgação da pauta das reuniões ordinárias_Lei do Conselho
q3p_1;q3p_1_Conteúdo Previsto_Forma de publicização (modo pelo qual a sociedade pode tomar conhecimento da informação pública) das atas do Conselho_Regimento Interno
q3p_2;q3p_2_Conteúdo Previsto_Forma de publicização (modo pelo qual a sociedade pode tomar conhecimento da informação pública) das atas do Conselho_Outras Normativas
q3p_3;q3p_3_Conteúdo Previsto_Forma de publicização (modo pelo qual a sociedade pode tomar conhecimento da informação pública) das atas do Conselho_Não está normatizado
q3p_0;q3p_0_Conteúdo Previsto_Forma de publicização (modo pelo qual a sociedade pode tomar conhecimento da informação pública) das atas do Conselho_Lei do Conselho
q3q_1;q3q_1_Conteúdo Previsto_Meio em que são publicadas as resoluções do Conselho (diário oficial, jornal etc)_Regimento Interno
q3q_2;q3q_2_Conteúdo Previsto_Meio em que são publicadas as resoluções do Conselho (diário oficial, jornal etc)_Outras Normativas
q3q_3;q3q_3_Conteúdo Previsto_A indicação das condições que devem ser seguidas para alterar o Regimento Interno_Não está normatizado
q3q_0;q3q_0_Conteúdo Previsto_Meio em que são publicadas as resoluções do Conselho (diário oficial, jornal etc)_Lei do Conselho
q3r_1;q3r_1_Conteúdo Previsto_A indicação das condições que devem ser seguidas para alterar o Regimento Interno_Regimento Interno
q3r_2;q3r_2_Conteúdo Previsto_A indicação das condições que devem ser seguidas para alterar o Regimento Interno_Outras Normativas
q3r_3;q3r_3_Conteúdo Previsto_A indicação das condições que devem ser seguidas para alterar o Regimento Interno_Não está normatizado
q3r_0;q3r_0_Conteúdo Previsto_A indicação das condições que devem ser seguidas para alterar o Regimento Interno_Lei do Conselho
q4;q4_Na lei orçamentária de 2015 há previsão de recursos específicos do órgão gestor destinados à manutenção e funcionamento do conselho?
q5;q5_Os 3% dos Índices de Gestão Descentralizada (IGD?Bolsa Família e IGD?SUAS) são destinados a custear despesas do funcionamento do Conselho?
q6;q6_O Conselho possui local/sede específico para o seu funcionamento?
q7;q7_No prédio em que se localiza o Conselho funcionam outras instituições ou unidades?
q8a;q8a_Instituições que funcionam no mesmo prédio do Conselho_Secretaria de Assistência Social ou congênere
q8b;q8b_Instituições que funcionam no mesmo prédio do Conselho_Outra unidade administrativa (Sede de Prefeitura, Sede de Governo, Administração Regional, etc)
q8c;q8c_Instituições que funcionam no mesmo prédio do Conselho_CRAS_Centro de Referência de Assistência Social
q8d;q8d_Instituições que funcionam no mesmo prédio do Conselho_CREAS_Centro de Referência Especializado de Assistência Social
q8e;q8e_Instituições que funcionam no mesmo prédio do Conselho_Outra unidade pública de serviços da Assistência Social
q8f;q8f_Instituições que funcionam no mesmo prédio do Conselho_Unidade de Saúde
q8g;q8g_Instituições que funcionam no mesmo prédio do Conselho_Escola
q8h;q8h_Instituições que funcionam no mesmo prédio do Conselho_Associação Comunitária
q8i;q8i_Instituições que funcionam no mesmo prédio do Conselho_ONG/Entidade
q8j;q8j_Instituições que funcionam no mesmo prédio do Conselho_Conselho Tutelar
q8l;q8l_Instituições que funcionam no mesmo prédio do Conselho_Outros Conselhos
q8m;q8m_Instituições que funcionam no mesmo prédio do Conselho_Outros
q9a;q9a_Salas_Quantidade de Salas exclusivas com capacidade de no máximo 15 pessoas
q9b;q9b_Quantidade de Salas exclusivas para mais de 15 pessoas
q9c;q9c_Quantidade de Salas compartilhadas com capacidade de no máximo 15 pessoas
q9d;q9d_Quantidade de Salas compartilhadas do Conselho para mais de 15 pessoas
q9e;q9e_Quantidade total de banheiros
q9f;q9f_Recepção
q10a;q10a_Acessibilidade_Acesso principal adaptado com rampas e rota acessível desde a calçada até as salas do Conselho
q10b;q10b_Acessibilidade_Rota acessível aos espaços do Conselho (recepção, salas de reunião e espaços de uso coletivo)
q10c;q10c_Acessibilidade_Rota acessível ao banheiro
q10d;q10d_Acessibilidade_Banheiro adaptado para pessoas com deficiência
q11a;q11a_Equipamentos_Telefone de uso exclusivo do Conselho
q11b;q11b_Equipamentos_Telefone de uso compartilhado
q11c;q11c_Equipamentos_Material de Escritório
q11d;q11d_Equipamentos_Equipamento de som
q11e;q11e_Equipamentos_Televisão (TV)
q11f;q11f_Equipamentos_DVD
q11g;q11g_Equipamentos_Datashow
q11h;q11h_Equipamentos_Máquina Fotográfica
q11i;q11i_Equipamentos_Veículo de uso exclusivo
q11j;q11j_Equipamentos_Veículo de uso compartilhado
q11l;q11l_Equipamentos_Acervo bibliográfico
q11m;q11m_Equipamentos_Máquina Copiadora
q11n;q11n_Equipamentos_Filmadora
q11o;q11o_Equipamentos_Impressora
q12a;q12a_Indique a quantidade total de computadores de uso exclusivo do Conselho:
q12b;q12b_Quantos dos computadores de uso exclusivo do Conselho estão conectados à internet
q12c;q12c_Indique a quantidade total de computadores de uso compartilhado:
q12d;q12d_Quantos dos computadores de uso compartilhado estão conectados à internet:
q13;q13_O Conselho possui Secretaria Executiva (unidade de apoio para seu funcionamento)?
q14;q14_O(a) Secretário(a) Executivo(a) trabalha exclusivamente no Conselho?
q15_1;q15_1_Horário de funcionamento - Dias por semana:
q15_2;q15_2_Horário de funcionamento - Horas por dia:
q16;q16_O Conselho tem calendário anual de reuniões ordinárias estabelecido?
q17;q17_Considerando todas as reuniões plenárias do Conselho (ordinárias e extraordinárias), quantas reuniões foram realizadas no ano de 2014? (não considerar as reuniões realizadas apenas por Comissões Temáticas e Grupos de Trabalho - ...)
q18a;q18a_Forma como as atas são publicizadas_Não são publicizadas
q18b;q18b_Forma como as atas são publicizadas_Ficam no Conselho em local de livre acesso para a população usuária
q18c;q18c_Forma como as atas são publicizadas_São enviados aos Conselheiros e/ou suas entidades
q18d;q18d_Forma como as atas são publicizadas_São enviados às entidades de Assistência Social que não estão representadas no conselho
q18e;q18e_Forma como as atas são publicizadas_São enviados aos representantes e organizações de usuários que não estão representadas no conselho
q18f;q18f_Forma como as atas são publicizadas_São enviados às organizações e entidades de trabalhadores do setor que não estão representadas no conselho
q18g;q18g_Forma como as atas são publicizadas_Disponibilizados no site do Conselho
q18h;q18h_Forma como as atas são publicizadas_Em Boletins produzidos pela área de assistência social
q19;q19_As deliberações/resoluções do Conselho são publicadas em diário oficial?
q20;q20_O município (ou estado no caso de CEAS, ou DF no caso do CAS/DF), tem Plano de Assistência Social?
q21;q21_O Conselho deliberou sobre o Plano de Assistência Social do município (ou do Estado no caso do CEAS, ou do DF no caso do CAS/DF)?
q22a;q22a_Temas discutidos em 2015_Plano de Ação
q22b;q22b_Temas_Demonstrativo de Execução Físico-Financeira
q22c;q22c_Temas_Plano de Assistência Social
q22d;q22d_Temas_Plano Plurianual (PPA), Lei de Diretrizes Orçamentárias (LDO) e Lei Orçamentária Anual (LOA)
q22e;q22e_Temas_Deliberações da(s) Conferência(s)
q22f;q22f_Temas_Planejamento das atividades do Conselho
q22g;q22g_Temas_Acompanhamento do Programa Bolsa Família
q22h;q22h_Temas_Acompanhamento do Benefício de Prestação Continuada
q22i;q22i_Temas_Benefícios eventuais
q22j;q22j_Temas_Financiamento, implantação, organização e oferta de Serviços Socioassistenciais, programas, projetos e benefícios de Proteção Social Básica
q22k;q22k_Temas_Financiamento, implantação, organização e oferta de Serviços Socioassistenciais, programas, projetos e benefícios de Proteção Social Especial
q22l;q22l_Temas_Inscrição de entidades de assistência social
q22m;q22m_Temas_Fiscalização da oferta de serviços públicos e privados de assistência social
q22n;q22n_Temas_Fiscalização da oferta de serviços públicos e privados de assistência social
q22o;q22o_Temas_Intersetorialidade e transversalidade na Política de Assistência Social
q22p;q22p_Temas_Participação popular e mobilização social
q22q;q22q_Temas_Capacitação para trabalhadores, gestores ou conselheiros
q22r;q22r_Temas_Utilização de no mínimo 3% dos recursos do IGD-SUAS e IGD-PBF para o desenvolvimento das atividades do Conselho
q22s;q22s_Temas_Avaliação da evolução do SUAS no âmbito municipal ou estadual
q22t;q22t_Temas_Denúncias
q22u;q22u_Temas_Plano Decenal
q22v;q22v_Temas_Acompanhamento de programas e projetos da política de assistência social nacional e local
q22w;q22w_Temas_Mobilização de usuários da Assistência Socail para Integração ao mundo do trabalho
q22x;q22x_Temas_Grupos Populacionais Tradicionais e específicos (indígenas, quilombolas, ribeirinhos, ciganos e outros)
q22y;q22y_Temas_Inserção de crianças e adolescnetes com deficieência beneficiários do BPC na escola
q22z;q22z_Temas_Outros
q23;q23_Frequência_O Conselho conhece e acompanha as metas do pacto de aprimoramento em seu município (ou no Estado no caso de CEAS, ou no DF no caso do CAS/DF)?
q24;q24_O Conselho deliberou sobre a proposta anual de orçamento do executivo para o ano de 2015?
q25;q25_O Conselho fiscaliza os serviços, programas, projetos e benefícios socioassistenciais do SUAS?
q26;q26_Se sim, informe como a fiscalização é realizada:
q27;q27_O conselho tem planejamento das fiscalizações realizadas anualmente?
q28;q28_Com que frequência o conselho aprecia o relatório de aplicação dos recursos dos Fundos de Assistência Social?
q29;q29_O Conselho delibera sobre os critérios de repasse de recursos para entidades?
q31;q31_O Conselho já regulamentou por meio de resolução própria os Benefícios Eventuais concedidos no âmbito da Assistência Social? (Decreto nº 6.307/07 e Resolução CNAS nº 39/10)
q32;q32_O Conselho é a Instância de Controle Social do Programa Bolsa Família?
q33;q33_O Conselho fiscaliza e acompanha a execução do Programa Bolsa Família?
q34;q34_O Conselho acompanha os processos de pactuação da Comissão Intergestora Bipartite ? CIB e da Comissão Intergestora Tripartite ? CIT?
q35;q35_O Conselho acompanha os processos de pactuação do Conselho Nacional de Assistência Social e do Conselho Estadual de Assistência Social, no caso de municípios.
q36a;q36a_Frequencia_Recebe Denúncia
q36b;q36b_Frequencia_Realiza reuniões ampliadas (com participação, também, de membros da sociedade civil que não sejam conselheiros)
q36c;q36c_Frequencia_Realiza reuniões descentralizadas (realizadas em bairros/distritos/municípios, fora da sede do Conselho)
q36d;q36d_Frequencia_Realiza ações de mobilização social
q36e;q36e_Frequencia_Realiza visitas nas unidades da rede socioassistencial
q36f;q36f_Frequencia_Acompanha votações/discussões do Poder Legislativo local
q37;q37_Atualmente, quantas Entidades possuem Inscrição no Conselho?
q38a;q38a_O Conselho regulamentou, por meio de resolução própria (do CMAS/CEAS/CAS/DF), a inscrição das entidades e organizações de assistência social, bem como dos serviços, programas, projetos e benefícios socioassistenciais?
q38b;q38b_O Conselho já estabeleceu, por meio de resolução, o Plano de Acompanhamento e Fiscalização das entidades e organizações de assistência social, bem como dos serviços, programas, projetos e benefícios socioassistenciais inscritos,...
q38c;q38c_O Conselho acompanha a execução dos Planos de Ação apresentados pelas entidades e organizações de assistência social, bem como dos serviços, programas, projetos e benefícios socioassistenciais inscritas no conselho?
q39;q39_O Conselho acompanha o cumprimento das deliberações da Conferência Municipal (ou Estadual, no caso de CEAS, ou CAS/DF) de Assistência Social de 2013?
q40;q40_Qual o tempo de mandato dos Conselheiros desse Conselho?
q41;q41_Quantas vezes cada Conselheiro pode ser reconduzido (por igual período ao mandato)?
q42;q42_O Presidente e Vice-presidente do Conselho são eleitos em reunião plenária do Conselho?
q43;q43_Há alternância na presidência entre os representantes do governo e os representantes da sociedade civil?
q44;q44_Quantos conselheiros do Conselho Estadual de Assistencia Social são representantes do Congemas ou côngenere?
q45;q45_Os representantes da sociedade civil no Conselho são:
q46a;q46a_Segmento de Usuário_O próprio usuário
q46b;q46b_Segmento de Usuários_Os representantes e organizações de usuários
q46c;q46c_Segmentação de Usuários_Este conselho não possui representantes de usuários
q47a;q47a_Representação Usuários_Benefíciários do Programa Bolsa Família
q47b;q47b_Representação Usuários_Beneficiário ou família de beneficiários do BPC ? Benefício de Prestação Continuada
q47c;q47c_Representação Usuários_Usuário de serviços socioassistenciais de Proteção Social Básica
q47d;q47d_Representação Usuários_Usuário de serviços socioassistenciais de Proteção Social Especial
q47e;q47e_Representação Usuários_Representante de associação comunitária ou de moradores
q47f;q47f_Representação Usuários_Representante de fórum ou coletivo de usuários
q47_outros;q47_outros_Representação Usuários_Outros
q47_Quais;q47_Quais_Representação Usuários_Outros. Qual(Quais)?
q48a;q48a_Representante de sindicato de trabalhadores
q48b;q48b_Representante de conselho de classe profissional (Conselho Regional de Serviço Social ? CRESS, Conselho Regional de Psicologia ? CFP, outros conselhos de classe)
q48c;q48c _Representante de associação, fórum ou coletivo de trabalhadores
q48_outros;q48_outros_Os reprensentantes de trabalho são?(Outros)
q48_Quais;q48_quais_Os reprensentantes de trabalho são?(Outros)Qual(Quais)?
q49;q49_O conselho tem comissões permanentes?
q50a;q50a_Comissões permanentes_Comissão de normas
q50b;q50b_Comissões permanentes_Comissão de política
q50c;q50c_Comissões permanentes_Comissão de financiamento
q50e;q50e_Comissões permanentes_Comissão de ética
q50f;q50f_Comissões permanentes_Comissão de acompanhamento de benefícios e transferência de renda (BPC, Programa Bolsa Família, etc.)
q50g;q50g_Comissões permanentes_Comissão de fiscalização/monitoramento/cadastro de entidades
q50h;q50h_Comissões permanentes_Comissão de comunicação
q50i;q50i_Comissões permanentes_Outras
q50i_qual;q50i_qual_qual_Comissões permanentes_Outras.Quais?
q51_1;q51_1_Segundo as normatizações, esse conselho é composto por quantos Conselheiros_Quantidade de Conselheiros_Titulares
q51_2;q51_2_Segundo as normatizações, esse conselho é composto por quantos Conselheiros_Quantidade de Conselheiros_Suplentes
q52_1;q52_1_Segundo as normatizações, esse conselho é composto por quantos Conselheiros_ representantes do governo
q52_2;q52_2_Segundo as normatizações, esse conselho é composto por quantos Conselheiros_representante de sociedade civil
q54.3;Data
q54.4;Cargo/Função do responsável pelo preenchimento
D2;D2_Ano da última atualização do Regimento
D9_exclusivas;D9_exclusivas_Total de salas exclusivas em uso no Conselho
D9_exclusivas_categoria;D9_exclusivas_categoria_Total de salas exclusivas em uso no Conselho
D9_compartilhadas;D9_compartilhadas_Total de salas compartilhadas em uso no Conselho
D9_compartilhadas_categoria;D9_compartilhadas_categoria_Total de salas compartilhadas em uso no Conselho
D9_total_salas;D9_total_salas_Total de salas (exclusivas e compartilhadas) em uso no Conselho
D9_total_salas_categoria;D9_total_salas_categoria_Total de salas (exclusivas e compartilhadas) em uso no Conselho
q12_total;q12_total_Quantidade total de computadores (exclusivos e compartilhados) em uso no Conselho
q12_total_net;q12_total_net_Quantidade total de computadores (exclusivos e compartilhados) conectados à internet em uso no Conselho
D12_total;D12_total_Quantidade total de computadores (exclusivos e compartilhados) em uso no Conselho
D12_total_net;D12_total_net_Quantidade total de computadores (exclusivos e compartilhados) conectados à internet em uso no Conselho
D15_horas_por_semana_categoria;D15_horas_por_semana_categoria_Total de horas por semana que o Conselho encontra-se em funcionamento
D17;D17_Quantidade de reuniões plenárias (ordinárias e extraordinárias) realizadas no Conselho no ano de 2016
D51_1;D51_1_categorias_Quantidade de conselheiros titulares
D51_2;D51_2_categorias_Quantidade de conselheiros suplentes
D53_5bin1_sum;Soma de  D53_5bin1_Representante de usuários e organização de usuários
D53_5bin2_sum;Soma de D53_5bin2_Representante de Entidades de Assistência Social 
D53_5bin3_sum; Soma de  D53_5bin3_Representante de organização dos trabalhadores
D53_5bin4_sum;Soma de D53_5bin4_Representante do Governo
D53_5bin1_TIT_sum;Soma de D53_5bin1_TIT_Representante Titular de usuários e organização de usuários'
D53_5bin1_SUPL_sum;Soma de D53_5bin1_SUPL_Representante Suplente de usuários e organização de usuários'
D53_5bin2_TIT_sum;Soma de  D53_5bin2_TIT_Representante Titular de Entidades de Assistência Social
D53_5bin2_SUPL_sum;Soma de  D53_5bin2_SUPL_Representante Suplente de Entidades de Assistência Social
D53_5bin3_TIT_sum;Soma de  D53_5bin3_TIT_Representante Titular de organização dos trabalhadores
D53_5bin3_SUPL_sum;Soma de  D53_5bin3_SUPL_Representante Suplente de organização dos trabalhadores
D53_5bin4_TIT_sum;Soma de  D53_5bin4_TIT_Representante Titular do Governo
D53_5bin4_SUPL_sum;Soma de  D53_5bin4_SUPL_Representante Suplente do Governo
nu_conselheiros;nu_conselheiros
