Variável;Descrição
D52.17bin_Outros;D52.17bin_Outros - Principal serviço/atividade
D52.9bin1_sum;D52.9bin1_Número de trabalhadores de Nível fundamental (inclui trabalhadores sem escolaridade, fundamental incompleto e ensino médio incompleto)
D52.9bin2_sum;D52.9bin2_Número de trabalhadores de Nível médio (inclui trabalhadores com ensino superior incompleto)
D52.9bin3_sum;D52.9bin3_Número de trabalhadores de Nível superior (inclui trabalhadores com especialização, mestrado e doutorado)
D52.10bin1_sum;D52.10bin1_sum_Número de Pedagogos
D52.10bin2_sum;D52.10bin2_sum_Número de Assistentes Sociais
D52.10bin3_sum;D52.10bin3_sum_Número de Antropólogos
D52.10bin4_sum;D52.10bin4_sum_Número de Advogados
D52.10bin5_sum;D52.10bin5_sum_Número de Psicólogos
D52.11bin1_sum;D52.11bin1_Número de Servidores Estatutários
D52.11bin2_sum;D52.11bin2_Número de Empregados Públicos(CLT)
D52.11bin3_sum;D52.11bin3_Número de Comissionados
D52.11bin4_sum;D52.11bin4_Número de profissionais com outros vínculos não permanentes (inclui Trabalhador de Empresas/Cooperativa/Entidade Prestadora de Serviços/Voluntários/Ser. Temporário/Sem vínculo/Terceirizado e Outro vínculo não permanente)
D52.15bin_Gestão_sum;D52.15bin_Gestão - Principal serviço/atividade
D52.15bin_PAIF_sum;D52.15bin_PAIF - Principal serviço/atividade
D52.15bin_SCFV_sum;D52.15bin_SCFV - Principal serviço/atividade
D52.15bin_Cadastramento_sum;D52.15bin_Cadastramento- Principal serviço/atividade
D52.15bin_CriancaFeliz_sum;D52.15bin_CriancaFeliz - Principal serviço/atividade
D52.15bin_Outros_sum;D52.15bin_Outros - Principal serviço/atividade
D52.16bin_Gestão_sum;D52.16bin_Gestão - Segundo principal serviço/atividade
D52.16bin_PAIF_sum;D52.16bin_PAIF - Segundo principal serviço/atividade
D52.16bin_SCFV_sum;D52.16bin_SCFV - Segundo principal serviço/atividade
D52.16bin_Cadastramento_sum;D52.16bin_Cadastramento- Segundo serviço/atividade
D52.16bin_CriancaFeliz_sum;D52.16bin_CriancaFeliz - Principal serviço/atividade
D52.16bin_Outros_sum;D52.16bin_Outros - Principal serviço/atividade
D52.17bin_Gestão_sum;D52.17bin_Gestão - Terceiro principal serviço/atividade
D52.17bin_PAIF_sum;D52.17bin_PAIF - Terceiro principal serviço/atividade
D52.17bin_SCFV_sum;D52.17bin_SCFV - Terceiro principal serviço/atividade
D52.17bin_Cadastramento_sum;D52.17bin_Cadastramento - Terceiro principal serviço/atividade
D52.17bin_CriancaFeliz_sum;D52.17bin_CriancaFeliz - Principal serviço/atividade
D52.17bin_Outros_sum;D52.17bin_Outros - Principal serviço/atividade
nu_trabalhadores;Número de trabalhadores no CRAS
