Variável;Descrição
q.21.2;Qtd de Crianças/Adolescentes – De 1 a 3 meses
q.21.3;Qtd de Crianças/Adolescentes – De 4 a 6 meses
q.21.4;Qtd de Crianças/Adolescentes – De 7 a 12 meses
q.21.5;Qtd de Crianças/Adolescentes – De 13 a 24 meses
q.21.6;Qtd de Crianças/Adolescentes – De 25 a 48 meses
q.21.7;Qtd de Crianças/Adolescentes – De 49 a 72 meses
q.21.8;Qtd de Crianças/Adolescentes – Mais de 72 meses (mais de 6 anos)
q.21.9;Qtd de Crianças/Adolescentes – Total de Pessoas Acolhidas
q.22;O Serviço possui critérios de sexo para admissão de usuários?
q.23;Independentemente da existência de critérios de sexo e idade, o serviço acolhe grupo de usuários com vínculos de parentesco?
q.24;O Serviço elabora, para cada criança/adolescentes, Plano Individual de Atendimento (PIA)?
q.25.1;Atividades de mobilização, tais como anúncios, panfletos, entre outros
q.25.2;Palestras/oficinas
q.25.3;Seleção e Preparação das famílias candidatas
q.25.4;Capacitação das famílias
q.25.5;Identificação da família extensa ou ampliada
q.25.6;Estudo diagnóstico das crianças/adolescentes para inclusão no serviço
q.25.7;Encaminhamento para retirada de documentos
q.25.8;Preparação da criança/adolescente para entrada no serviço
q.25.9;Aproximação supervisionada entre a criança/adolescente e família acolhedora
q.25.10;Atendimento psicossocial individualizado da criança/adolescente
q.25.11;Acompanhamento escolar
q.25.12;Acompanhamento na saúde
q.25.13;Viabilização de encontro com a família de origem quando autorizado
q.25.14;Construção de um plano de acompanhamento da família acolhedora
q.25.15;Atendimento psicossocial individualizado da família acolhedora
q.25.16;Reuniões em grupo com as famílias acolhedoras
q.25.17;Construção de um plano de acompanhamento da família de origem
q.25.18;Atendimento psicossocial individualizado da família de origem
q.25.19;Reuniões em grupo com as famílias de origem
q.25.20;Visitas domiciliares
q.25.21;Elaboração de relatórios técnicos
q.25.22;Envio de relatório semestral para o Judiciário
q.25.23;Estudo de caso pela equipe do serviço
q.25.24;Encaminhamento para a rede (socioassistencial ou setorial)
q.25.25;Discussão de casos com outros profissionais da rede
q.25.0;Não realiza nenhuma das atividades acima
q.26.1;A própria unidade/serviço de acolhimento
q.26.2;O CRAS
q.26.3;O CREAS
q.26.98;Outro
q.26.99;Não sabe informar
q.26.0;Não é realizado acompanhamento de egressos
q.26.98.1;Qual?
q.27;Por quanto tempo, em média, o usuário é acompanhado após seu desligamento?
q.28.0;O serviço ainda não possui nenhuma família acolhedora habilitada
q.29;O coordenador deste Serviço:
q.31.4;Responsável – Cargo/Função
q.32.4;Responsável Órgão Gestor – Cargo/Função
D.5.99.1.recod;D.5.99.1.recod
D.16.1.6.recod;D.16.1.6.recod
D.16.2.7.recod;D.16.2.7.recod
D.21.9.recod;D.21.9.recod
D.13.faixa;D.13.faixa
D.14.faixa;D.14.faixa
D.15.faixa;D.15.faixa
