Variável;Descrição
q11_1;q11_1_Entidade outras formas de apoio_Não recebe nenhuma outra forma de apoio do poder público municipal
q11_2;q11_2_Entidade outras formas de apoio_Cessão de recursos humanos
q11_3;q11_3_Entidade outras formas de apoio_Cessão imobiliária
q11_4;q11_4_Entidade outras formas de apoio_Pagamento de aluguel
q11_5;q11_5_Entidade outras formas de apoio_Pagamento de contas de água
q11_6;q11_6_Entidade outras formas de apoio_Pagamento de contas de luz ou telefone
q11_7;q11_7_Entidade outras formas de apoio_Fornecimento de gêneros alimentícios
q11_8;q11_8_Entidade outras formas de apoio_Fornecimento de materiais de higiene e limpeza
q11_9;q11_9_Entidade outras formas de apoio_Fornecimento de materiais didáticos
q11_10;q11_10_Entidade outras formas de apoio_Isenção de taxas ou tributos municipais
q11_11;q11_11_Entidade outras formas de apoio_Treinamento e capacitação de trabalhadores da entidade
q11_99;q11_99_Entidade outras formas de apoio_Outros
q12_1;q12_1_Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Assistência Social
q12_2;q12_2_Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos da Criança e Adolescente
q12_3;q12_3_Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos do Idoso
q12_4;q12_4_Unidade possui inscrição_Conselho Municipal, Estadual ou do Distrito Federal de Direitos da Pessoa com Deficiência
q12_5;q12_5_Unidade possui inscrição_Em nenhum dos citados acima
q13;q13_Esta unidade está referenciada a um Centro de Referência Especializado de Assistência Social (CREAS)?
q13_Qual;q13_Qual_Qual? Número de Identificação
q14;q14_Localização:
q15;q15_Situação do imóvel onde se localiza a Unidade/Serviço:
q16;q16_O imóvel no qual funciona esta Unidade/Serviço é compartilhado?
q17_1;q17_1_Compartilhamento de imóvel_Secretaria da Assistência Social ou congênere
q17_2;q17_2_Compartilhamento de imóvel_Outra unidade administrativa (Sede de Prefeitura, Administração Regional, Sub-Prefeitura etc)
q17_3;q17_3_Compartilhamento de imóvel_Conselho Municipal de Assistência Social
q17_4;q17_4_Compartilhamento de imóvel_Conselho Tutelar
q17_5;q17_5_Compartilhamento de imóvel_CRAS - Centro de Referência de Assistência Social
q17_6;q17_6_Compartilhamento de imóvel_CREAS ? Centro de Referência Especializado de Assistência Social
q17_7;q17_7_Compartilhamento de imóvel_Outra unidade pública de serviços da Assistência Social
q17_8;q17_8_Compartilhamento de imóvel_Escola
q17_9;q17_9_Compartilhamento de imóvel_Unidade de Saúde
q17_10;q17_10_Compartilhamento de imóvel_Igreja/Templo
q17_11;q17_11_Compartilhamento de imóvel_Associação Comunitária
q17_12;q17_12_Compartilhamento de imóvel_Entidades privadas /ONG
q17_99;q17_99_Compartilhamento de imóvel_Outros
q17_99_Qual;q17_99_Qual_Compartilhamento de imóvel_Qual?
q18_1;q18_1_Espaços compartilhados_Apenas o endereço é o mesmo, mas todos os espaços da unidade são independentes e de uso exclusivo, inclusive a entrada
q18_2;q18_2_Espaços compartilhados_Entrada / Porta de Acesso
q18_3;q18_3_Espaços compartilhados_Recepção
q18_4;q18_4_Espaços compartilhados_Cozinha
q18_5;q18_5_Espaços compartilhados_Algumas salas de atendimento coletivo
q18_6;q18_6_Espaços compartilhados_Todas as salas de atendimento coletivo
q18_7;q18_7_Espaços compartilhados_Salas administrativas
q18_8;q18_8_Espaços compartilhados_Banheiros
q18_9;q18_9_Espaços compartilhados_Área Externa
q18_10;q18_10_Espaços compartilhados_Almoxarifado ou similar
q19_1;q19_1_Quantidade de Salas com capacidade máxima de 5 pessoas
q19_2;q19_2_Quantidade de Salas com capacidade para 6 a 14 pessoas
q19_3;q19_3_Quantidade de Salas com capacidade de 15 a 29 pessoas
q19_4;q19_4_Quantidade de Salas com capacidade para 30 ou mais pessoas
q19_5;q19_5_Quantidade de Salas:
q19_6;q19_6_Quantidade de quartos/dormitórios
q19_7;q19_7_Banheiros de uso exclusivo dos trabalhadores
q19_8;q19_8_Banheiros para uso dos usuários
q19_9;q19_9_Recepção
q19_10;q19_10_Cozinha/Copa
q19_11;q19_11_Refeitório
q19_12;q19_12_Almoxarifado ou similar
q19_13;q19_13_Piscina
q19_14;q19_14_Quadra esportiva
q19_15;q19_15_Espaço externo para atividades de convívio ou recreação (exceto quadra e piscina)
q20_1;q20_1_Acesso principal adaptado com rampas e rota acessível desde a calçada até a recepção no interior da unidade
q20_2;q20_2_Rota acessível aos espaços da Unidade (recepção, salas de atendimento e espaços de uso coletivo)
q20_3;q20_3_Rota acessível ao banheiro
q20_4;q20_4_Banheiro adaptado para pessoas com deficiência e/ou mobilidade reduzida
q21_1;q21_1_Adaptações para acessibilidade_Sim, suporte de profissional com conhecimento em LIBRAS
q21_2;q21_2_Adaptações para acessibilidade_Sim, suporte de material em braille.
q21_3;q21_3_Adaptações para acessibilidade_Sim, suporte para leitores de telas de computador para pessoas com deficiência visual
q21_4;q21_4_Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência física.
q21_5;q21_5_Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência intelectual e autismo.
q21_6;q21_6_Adaptações para acessibilidade_Sim, pisos especiais com relevos para sinalização voltados pessoa com deficiência visual
q21_7;q21_7_Adaptações para acessibilidade_Não há outras adaptações
q21_4_99;q21_4_99_Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência física. Qual?
q21_5_99;q21_5_99_Adaptações para acessibilidade_Sim, outras adaptações e tecnologias assistivas para deficiência intelectual e autismo. Qual?
q22_1;q22_1_Equipamentos e materiais_Telefone uso exclusivo
q22_2;q22_2_Equipamentos e materiais_Telefone uso compartilhado
q22_3;q22_3_Equipamentos e materiais_Impressora
q22_4;q22_4_Equipamentos e materiais_Televisão (TV)
q22_5;q22_5_Equipamentos e materiais_Equipamento de som
q22_6;q22_6_Equipamentos e materiais_DVD/Vídeo Cassete
q22_7;q22_7_Equipamentos e materiais_Datashow
q22_8;q22_8_Equipamentos e materiais_Máquina Fotográfica
q22_9;q22_9_Equipamentos e materiais_Filmadora
q22_10;q22_10_Equipamentos e materiais_Veículo de uso exclusivo
q22_11;q22_11_Equipamentos e materiais_Veículo de uso compartilhado
q22_12;q22_12_Equipamentos e materiais_Veículo adaptado para o transporte de cadeirantes
q22_13;q22_13_Equipamentos e materiais_Acervo bibliográfico (Livros)
q22_14;q22_14_Equipamentos e materiais_Brinquedos
q22_15;q22_15_Equipamentos e materiais_Materiais pedagógicos, culturais e esportivos
q22_16;q22_16_Equipamentos e materiais_Armários individualizados para guarda de pertences
q22_17;q22_17_Equipamentos e materiais_Artigos de higiene pessoal
q22_18;q22_18_Equipamentos e materiais_Cadeira de rodas
q22_19;q22_19_Equipamentos e materiais_Cadeiras para banho
q22_20;q22_20_Equipamentos e materiais_Geladeira
q22_21;q22_21_Equipamentos e materiais_Freezer
q22_22;q22_22_Equipamentos e materiais_Fogão
q22_23;q22_23_Equipamentos e materiais_Micro-ondas
q22_24;q22_24_Equipamentos e materiais_Máquina de lavar roupa
q22_25;q22_25_Equipamentos e materiais_Secadora de roupa
q22_26;q22_26_Equipamentos e materiais_Camas/ leitos.
q22_27;q22_27_Equipamentos e materiais_Sofás/ poltronas
q22_26_1;q22_26_1_Equipamentos e materiais_Camas/leitos: Quantidade?
q23_1;q23_1_Quantidade total de computadores na Unidade:
q23_2;q23_2_Destes, quantos estão conectados à internet?
q24;q24_Esta Unidade oferta exclusivamente serviços voltados para pessoas com deficiência e/ou pessoas idosas com dependência (e suas famílias)?
q25;q25_O Serviço para Pessoas com Deficiência e/ou Pessoas Idosas com dependência ofertado nesta Unidade possui capacidade para atender quantos usuários por turno
q26;q26_Em média, quantos dias por semana, os usuários da unidade frequenta este serviço?
q27;q27_Em média, quantas horas por dia os usuários da unidade permanecem na Unidade (nos dias em que este utiliza o serviço) ?
q28_1;q28_1_Ações e atividades_Acolhida e escuta inicial
q28_2;q28_2_Ações e atividades_Estudo social
q28_3;q28_3_Ações e atividades_Orientação sobre acesso ao BPC e outros benefícios
q28_4;q28_4_Ações e atividades_Orientação e apoio para obtenção de documentação pessoal
q28_5;q28_5_Ações e atividades_Orientação para realização de cadastro no Cadúnic
q28_6;q28_6_Ações e atividades_Elaboração de Plano de Acompanhamento Individual e/ou Familiar
q28_7;q28_7_Ações e atividades_Oficinas e atividades coletivas de convívio e socialização
q28_8;q28_8_Ações e atividades_Encaminhamento para a rede de serviços socioassistenciais
q28_9;q28_9_Ações e atividades_Encaminhamento para os serviços da rede de saúde
q28_10;q28_10_Ações e atividades_Encaminhamento para política de educação
q28_11;q28_11_Ações e atividades_Encaminhamento para serviços/Unidades das demais políticas públicas
q28_12;q28_12_Ações e atividades_Encaminhamento para órgãos de defesa de direitos (Defensoria Pública, Ministério Público, Conselho Tutelar etc.)
q28_13;q28_13_Ações e atividades_Acompanhamento dos usuários encaminhados para a rede
q28_14;q28_14_Ações e atividades_Registro de informações em prontuário
q28_15;q28_15_Ações e atividades_Elaboração de relatórios sobre casos em acompanhamento
q28_16;q28_16_Ações e atividades_Visitas Domiciliares
q28_17;q28_17_Ações e atividades_Atividades com a família do usuário
q28_18;q28_18_Ações e atividades_Mobilização dos usuários para acesso ao serviço
q28_19;q28_19_Ações e atividades_Apoio e orientação aos cuidadores familiares
q28_20;q28_20_Ações e atividades_Orientação sobre tecnologias assistivas
q28_21;q28_21_Ações e atividades_Orientação e apoio nos autocuidados
q28_22;q28_22_Ações e atividades_Palestras e Oficinas envolvendo a comunidade
q28_23;q28_23_Ações e atividades_Provimento de bens materiais
q28_24;q28_24_Ações e atividades_Provisão de órteses e próteses
q29_1;q29_1_Ações e atividades_Alfabetização
q29_2;q29_2_Ações e atividades_Escolarização Formal
q29_3;q29_3_Ações e atividades_Reforço Escolar
q29_4;q29_4_Ações e atividades_Ensino do método Braille de leitura
q29_5;q29_5_Ações e atividades_Ensino de Libras
q29_6;q29_6_Ações e atividades_Atendimentos Médicos
q29_7;q29_7_Ações e atividades_Atendimento Odontológico
q29_8;q29_8_Ações e atividades_Terapia Ocupacional
q29_9;q29_9_Ações e atividades_Fisioterapia
q29_10;q29_10_Ações e atividades_Fonoaudiologia
q29_11;q29_11_Ações e atividades_Atendimento Clínico em Psicologia
q29_12;q29_12_Ações e atividades_Atividades Esportivas
q29_13;q29_13_Ações e atividades_Atividades Culturais (musicalização, entre outros)
q29_99;q29_99_Ações e atividades_Outras atividades
q29_15;q29_15_Ações e atividades_Nenhuma das atividades acima
q29_99_Quais;q29_99_Quais_Ações e atividades_Quais?
q30_1;q30_1_Alimentação_Não oferta alimentação
q30_2;q30_2_Alimentação_Lanches/Café da manhã
q30_3;q30_3_Alimentação_Almoço
q30_4;q30_4_Alimentação_Lanche/ Café da Tarde
q30_5;q30_5_Alimentação_Jantar
q30_6;q30_6_Alimentação_Lanche/Café da Noite
q31_1;q31_1_Por procura espontânea
q31_2;q31_2_Por busca ativa
q31_3;q31_3_Por encaminhamento da rede socioassistencial
q31_4;q31_4_Por encaminhamento das demais políticas públicas e/ou Sistema de garantia de direitos
q32_1;q32_1_Encaminhamento_Secretaria Municipal de Assistência Social
q32_2;q32_2_Encaminhamento_Secretaria Estadual de Assistência Social
q32_3;q32_3_Encaminhamento_Centro de Referência da Assistência Social ? CRAS
q32_4;q32_4_Encaminhamento_Centro de Referência Especializado da Assistência Social ? CREAS
q32_5;q32_5_Encaminhamento_Poder Judiciário
q32_6;q32_6_Encaminhamento_Ministério Público
q32_7;q32_7_Encaminhamento_Entidades privadas de assistência social
q32_8;q32_8_Encaminhamento_Unidades de Saúde
q32_9;q32_9_Encaminhamento_Escolas
q32_10;q32_10_Encaminhamento_Unidades de Acolhimento (abrigos)
q32_11;q32_11_Encaminhamento_Família de pessoas que já frequentam a Unidade
q32_99;q32_99_Encaminhamento_Outros
q32_99_Quais;q32_99_Quais_Encaminhamento_Quais?
q33_1;q33_1_Critérios admissão_Ordem de chegada
q33_2;q33_2_Critérios admissão_Local de moradia do usuário
q33_3;q33_3_Critérios admissão_Grau de vulnerabilidade/risco pessoal e social
q33_4;q33_4_Critérios admissão_Grau de dependência
q33_5;q33_5_Critérios admissão_Renda domiciliar
q33_6;q33_6_Critérios admissão_Composição familiar
q33_99;q33_99_Critérios admissão_Outro
q33_99_Qual;q33_99_Qual_Critérios admissão_Qual?
q34_1;q34_1_Pessoas com dependência atendidas_Crianças de 0 a 6 anos, com deficiência
q34_1_ns;q34_1_ns_Pessoas com dependência atendidas_Não sabe
q34_2;q34_2_Pessoas com dependência atendidas_Crianças de 7 a 14 anos, com deficiência
q34_2_ns;q34_2_ns_Pessoas com dependência atendidas_Não sabe
q34_3;q34_3_Pessoas com dependência atendidas_Adolescentes de 15 a 17 anos, com deficiência
q34_3_ns;q34_3_ns_Pessoas com dependência atendidas_Não sabe
q34_4;q34_4_Pessoas com dependência atendidas_Adultos (18 a 59 anos) com deficiência
q34_4_ns;q34_4_ns_Pessoas com dependência atendidas_Não sabe
q34_5;"q34_5_Pessoas com dependência atendidas_Idosos (60 anos ou mais) com deficiência;"
q34_5_ns;q34_5_ns_Pessoas com dependência atendidas_Não sabe
q34_6;q34_6_Pessoas com dependência atendidas_Idosos (60 anos ou mais) dependentes pela idade, sem deficiência
q34_6_ns;q34_6_ns_Pessoas com dependência atendidas_Não sabe
q34_7;q34_7_Pessoas com dependência atendidas_Total de pessoas atendidas no Serviço no mês de Agosto de 2015
q34_7_ns;q34_7_ns_Pessoas com dependência atendidas_Não sabe
q35_1;q35_1_Pessoas com dependência atendidas_Quantidade de Idosos beneficiários do BPC
q35_1_99;q35_1_99_Pessoas com dependência atendidas_Não sabe informar
q35_2;q35_2_Pessoas com dependência atendidas_Quantidade de Pessoas com Deficiência beneficiárias do BPC
q35_2_99;q35_2_99_Pessoas com dependência atendidas_Não sabe informar
q36;q36_A unidade utiliza instrumento específico de avaliação do grau de dependência dos usuários?
q37;q37_A unidade possui Plano Individual e/ou Familiar de Atendimento para cada usuário?
q38_1;q38_1_Itens do PIA_Identificação e perfil do usuário
q38_2;q38_2_Itens do PIA_Identificação e perfil da família
q38_3;q38_3_Itens do PIA_Identificação e perfil dos cuidadores do usuário
q38_4;q38_4_Itens do PIA_Caraterísticas socioeconômicas do usuário e sua família (renda, condições de moradia, trabalho, etc.)
q38_5;q38_5_Itens do PIA_Informações sobre as deficiências e grau de dependência do usuário
q38_6;q38_6_Itens do PIA_Habilidades e capacidades para cuidar e ser cuidado
q38_7;q38_7_Itens do PIA_Serviços frequentados pelo usuário no território
q38_8;q38_8_Itens do PIA_Potencialidades e características da rede de atenção e apoio no território
q38_9;q38_9_Itens do PIA_Plano de trabalho e horários de atendimento
q39_1_1;q39_1_1_Articulação Creas_Possui dados da localização (endereço, telefone etc.)
q39_1_2;q39_1_2_Articulação Creas_Recebe usuários encaminhados por esta unidade
q39_1_3;q39_1_3_Articulação Creas_Encaminha usuários para esta unidade
q39_1_4;q39_1_4_Articulação Creas_Acompanha os encaminhamentos
q39_1_5;q39_1_5_Articulação Creas_Realiza reuniões periódicas
q39_1_6;q39_1_6_Articulação Creas_Troca Informações
q39_1_7;q39_1_7_Articulação Creas_Realiza estudos de caso em conjunto
q39_1_8;q39_1_8_Articulação Creas_Desenvolve atividades em parceria
q39_1_9;q39_1_9_Articulação Creas_Não tem nenhuma articulação
q39_1_10;q39_1_10_Articulação Creas_Serviço ou instituição não existente no Município
q39_2_1;q39_2_1_Articulação Cras_Possui dados da localização (endereço, telefone etc.)
q39_2_2;q39_2_2_Articulação Cras_Recebe usuários encaminhados por esta unidade
q39_2_3;q39_2_3_Articulação Cras_Encaminha usuários para esta unidade
q39_2_4;q39_2_4_Articulação Cras_Acompanha os encaminhamentos
q39_2_5;q39_2_5_Articulação Cras_Realiza reuniões periódicas
q39_2_6;q39_2_6_Articulação Cras_Troca Informações
q39_2_7;q39_2_7_Articulação Cras_Realiza estudos de caso em conjunto
q39_2_8;q39_2_8_Articulação Cras_Desenvolve atividades em parceria
q39_2_9;q39_2_9_Articulação Cras_Não tem nenhuma articulação
q39_2_10;q39_2_10_Articulação Cras_Serviço ou instituição não existente no Município
q39_3_1;q39_3_1_Articulação Demais serviços_ Possui dados da localização (endereço, telefone etc.)
q39_3_2;q39_3_2_Articulação Demais serviços_Recebe usuários encaminhados por esta unidade
q39_3_3;q39_3_3_Articulação Demais serviços_Encaminha usuários para esta unidade
q39_3_4;q39_3_4_Articulação Demais serviços_Acompanha os encaminhamentos
q39_3_5;q39_3_5_Articulação Demais serviços_Realiza reuniões periódicas
q39_3_6;q39_3_6_Articulação Demais serviços_Troca Informações
q39_3_7;q39_3_7_Articulação Demais serviços_Realiza estudos de caso em conjunto
q39_3_8;q39_3_8_Articulação Demais serviços_Desenvolve atividades em parceria
q39_3_9;q39_3_9_Articulação Demais serviços_Não tem nenhuma articulação
q39_3_10;q39_3_10_Articulação Demais serviços_Serviço ou instituição não existente no Município
q39_4_1;q39_4_1_Articulação CER_Possui dados da localização (endereço, telefone etc.)
q39_4_2;q39_4_2_Articulação CER_Recebe usuários encaminhados por esta unidade
q39_4_3;q39_4_3_Articulação CER_Encaminha usuários para esta unidade
q39_4_4;q39_4_4_Articulação CER_Acompanha os encaminhamentos
q39_4_5;q39_4_5_Articulação CER_Realiza reuniões periódicas
q39_4_6;q39_4_6_Articulação CER_Troca Informações
q39_4_7;q39_4_7_Articulação CER_Realiza estudos de caso em conjunto
q39_4_8;q39_4_8_Articulação CER_Desenvolve atividades em parceria
q39_4_9;q39_4_9_Articulação CER_Não tem nenhuma articulação
q39_4_10;q39_4_10_Articulação CER_Serviço ou instituição não existente no Município
q39_5_1;q39_5_1_Articulação saúde_Possui dados da localização (endereço, telefone etc.)
q39_5_2;q39_5_2_Articulação saúde_Recebe usuários encaminhados por esta unidade
q39_5_3;q39_5_3_Articulação saúde_Encaminha usuários para esta unidade
q39_5_4;q39_5_4_Articulação saúde_Acompanha os encaminhamentos
q39_5_5;q39_5_5_Articulação saúde_Realiza reuniões periódicas
q39_5_6;q39_5_6_Articulação saúde_Troca Informações
q39_5_7;q39_5_7_Articulação saúde_Realiza estudos de caso em conjunto
q39_5_8;q39_5_8_Articulação saúde_Desenvolve atividades em parceria
q39_5_9;q39_5_9_Articulação saúde_Não tem nenhuma articulação
q39_5_10;q39_5_10_Articulação saúde_Serviço ou instituição não existente no Município
q39_6_1;q39_6_1_Articulação educação_Possui dados da localização (endereço, telefone etc.)
q39_6_2;q39_6_2_Articulação educação_Recebe usuários encaminhados por esta unidade
q39_6_3;q39_6_3_Articulação educação_Encaminha usuários para esta unidade
q39_6_4;q39_6_4_Articulação educação_Acompanha os encaminhamentos
q39_6_5;q39_6_5_Articulação educação_Realiza reuniões periódicas
q39_6_6;q39_6_6_Articulação educação_Troca Informações
q39_6_7;q39_6_7_Articulação educação_Realiza estudos de caso em conjunto
q39_6_8;q39_6_8_Articulação educação_Desenvolve atividades em parceria
q39_6_9;q39_6_9_Articulação educação_Não tem nenhuma articulação
q39_6_10;q39_6_10_Articulação educação_Serviço ou instituição não existente no Município
q39_7_1;q39_7_1_Articulação judiciário_Possui dados da localização (endereço, telefone etc.)
q39_7_2;q39_7_2_Articulação judiciário_Recebe usuários encaminhados por esta unidade
q39_7_3;q39_7_3_Articulação judiciário_Encaminha usuários para esta unidade
q39_7_4;q39_7_4_Articulação judiciário_Acompanha os encaminhamentos
q39_7_5;q39_7_5_Articulação judiciário_Realiza reuniões periódicas
q39_7_6;q39_7_6_Articulação judiciário_Troca Informações
q39_7_7;q39_7_7_Articulação judiciário_Realiza estudos de caso em conjunto
q39_7_8;q39_7_8_Articulação judiciário_Desenvolve atividades em parceria
q39_7_9;q39_7_9_Articulação judiciário_Não tem nenhuma articulação
q39_7_10;q39_7_10_Articulação judiciário_Serviço ou instituição não existente no Município
q39_8_1;q39_8_1_Articulação Ministério Público_Possui dados da localização (endereço, telefone etc.)
q39_8_2;q39_8_2_Articulação Ministério Público_Recebe usuários encaminhados por esta unidade
q39_8_3;q39_8_3_Articulação Ministério Público_Encaminha usuários para esta unidade
q39_8_4;q39_8_4_Articulação Ministério Público_Acompanha os encaminhamentos
q39_8_5;q39_8_5_Articulação Ministério Público_Realiza reuniões periódicas
q39_8_6;q39_8_6_Articulação Ministério Público_Troca Informações
q39_8_7;q39_8_7_Articulação Ministério Público_Realiza estudos de caso em conjunto
q39_8_8;q39_8_8_Articulação Ministério Público_Desenvolve atividades em parceria
q39_8_9;q39_8_9_Articulação Ministério Público_Não tem nenhuma articulação
q39_8_10;q39_8_10_Articulação Ministério Público_Serviço ou instituição não existente no Município
q39_9_1;q39_9_1_Articulação Defensoria_Possui dados da localização (endereço, telefone etc.)
q39_9_2;q39_9_2_Articulação Defensoria_Recebe usuários encaminhados por esta unidade
q39_9_3;q39_9_3_Articulação Defensoria_Encaminha usuários para esta unidade
q39_9_4;q39_9_4_Articulação Defensoria_Acompanha os encaminhamentos
q39_9_5;q39_9_5_Articulação Defensoria_Realiza reuniões periódicas
q39_9_6;q39_9_6_Articulação Defensoria_Troca Informações
q39_9_7;q39_9_7_Articulação Defensoria_Realiza estudos de caso em conjunto
q39_9_8;q39_9_8_Articulação Defensoria_Desenvolve atividades em parceria
q39_9_9;q39_9_9_Articulação Defensoria_Não tem nenhuma articulação
q39_9_10;q39_9_10_Articulação Defensoria_Serviço ou instituição não existente no Município
q39_10_1;q39_10_1_Articulação ONG_Possui dados da localização (endereço, telefone etc.)
q39_10_2;q39_10_2_Articulação ONG_Recebe usuários encaminhados por esta unidade
q39_10_3;q39_10_3_Articulação ONG_Encaminha usuários para esta unidade
q39_10_4;q39_10_4_Articulação ONG_Acompanha os encaminhamentos
q39_10_5;q39_10_5_Articulação ONG_Realiza reuniões periódicas
q39_10_6;q39_10_6_Articulação ONG_Troca Informações
q39_10_7;q39_10_7_Articulação ONG_Realiza estudos de caso em conjunto
q39_10_8;q39_10_8_Articulação ONG_Desenvolve atividades em parceria
q39_10_9;q39_10_9_Articulação ONG_Não tem nenhuma articulação
q39_10_10;q39_10_10_Articulação ONG_Serviço ou instituição não existente no Município
q39_11_1;q39_11_1_Articulação INSS_Possui dados da localização (endereço, telefone etc.)
q39_11_2;q39_11_2_Articulação INSS_Recebe usuários encaminhados por esta unidade
q39_11_3;q39_11_3_Articulação INSS_Encaminha usuários para esta unidade
q39_11_4;q39_11_4_Articulação INSS_Acompanha os encaminhamentos
q39_11_5;q39_11_5_Articulação INSS_Realiza reuniões periódicas
q39_11_6;q39_11_6_Articulação INSS_Troca Informações
q39_11_7;q39_11_7_Articulação INSS_Realiza estudos de caso em conjunto
q39_11_8;q39_11_8_Articulação INSS_Desenvolve atividades em parceria
q39_11_9;q39_11_9_Articulação INSS_Não tem nenhuma articulação
q39_11_10;q39_11_10_Articulação INSS_Serviço ou instituição não existente no Município
resp_data;resp_data_Data
resp_cargo;resp_cargo_Cargo/Função:
resp_cargo_qual;resp_cargo_qual_Especifique:
q41;q41_Considerando as atividades realizadas por esta Unidade no atendimento às pessoas com deficiência e/ou idosas com dependência, você diria que o Serviço prestado pela Unidade:
respgestao_data;respgestao_data_Data
respgestao_cargo;respgestao_cargo_Cargo/Função
respgestao_cargo_qual;respgestao_cargo_qual_Outros: Especifique
d4_horas_por_semana_categoria;d4_horas_por_semana_categoria_Total de horas por semana que o Centro Dia encontra-se em funcionamento
d19_total_salas_atend;d19_Total de salas utilizadas para atendimento individual ou coletivo
d19_sl_atend_categoria;d19_categórica_Total de salas utilizadas para atendimento individual ou coletivo
d19_total_salas_adm_e_atend;d19_Total de salas utilizadas para atendimento e para atividades administrativas
d19_total_salas_adm_e_atend_categoria;d19_categórica_Total de salas utilizadas para atendimento e para atividades administrativas
d19_total_dormitórios;d19_Total de dormitórios
d19_total_dormitórios_categoria;d19_categórica_total de dormitórios
d19_total_banheiros;d19_Total de banheiros
d19_total_banheiros_categoria;d19_categórica_total de banheiros
d19_7_faixas;d19_7_Banheiro_de_trabalhadores_faixa
d19_8_faixas;d19_8_Banheiro_de_usuário_faixa
d19_7_quartil;d19_7_quartil banheiros trabalhadores
d19_8_quartil;d19_8_quartil banheiros usuários
d22_telefone;d22_telefone_Telefone (exclusivo ou compartilhado)
d22_veiculo;d22_veiculo_Veículo (exclusivo ou compartilhado)
d23_1;d23_1_Quantidade de computadores, em perfeito funcionamento, existentes no CRAS
d23_2;d23_2_Quantidade de computadores conectados à internet no CRAS
d25_cap_atend_faixas;d25_Capacidade de atendimento por faixas
